314,1,20180101,1,18,0
314,1,20180115,1,14,0
314,1,20180320,1,12,0
314,1,20180320,1,12,0
314,1,20180320,1,12,0
314,1,20180430,1,13,0
314,1,20180430,1,13,0
235,1,20180101,1,18,0
349,1,20180123,1,16,0
349,1,20180312,1,17,0
245,1,20180202,1,17,0
245,1,20180409,1,16,0
270,1,20180123,1,12,0
270,1,20180227,1,14,0
270,1,20180228,1,16,0
270,1,20180305,1,15,0
270,1,20180328,1,15,0
270,1,20180419,1,15,0
270,1,20180503,1,15,0
270,1,20180503,1,15,0
340,1,20180221,1,14,0
340,1,20180307,1,14,0
340,1,20180307,1,14,0
340,1,20180307,1,14,0
340,1,20180410,1,14,0
230,1,20180410,1,12,0
230,1,20180424,1,12,0
251,1,20180111,1,16,0
251,1,20180215,1,16,0
251,1,20180219,1,16,0
251,1,20180219,1,16,0
251,1,20180313,1,16,0
251,1,20180412,1,16,0
251,1,20180425,1,16,0
273,1,20180101,1,18,0
273,1,20180309,1,15,0
273,1,20180327,1,15,0
328,1,20180117,1,16,0
231,1,20180312,1,12,0
231,1,20180410,1,12,0
231,1,20180423,1,12,0
319,1,20180122,1,12,0
319,1,20180411,1,12,0
248,1,20180217,1,15,0
248,1,20180220,1,17,0
336,1,20180101,1,18,0
336,1,20180115,1,16,0
336,1,20180115,1,14,0
336,1,20180129,1,17,0
336,1,20180404,1,14,0
336,1,20180424,1,14,0
336,1,20180424,1,14,0
243,1,20180101,1,18,0
243,1,20180101,1,12,0
243,1,20180404,1,16,0
243,1,20180502,1,16,0
316,1,20180306,1,12,0
316,1,20180314,1,12,0
316,1,20180314,1,12,0
242,1,20180423,1,13,0
242,1,20180112,1,16,0
242,1,20180115,1,16,0
242,1,20180115,1,16,0
242,1,20180115,1,16,0
242,1,20180123,1,16,0
242,1,20180123,1,16,0
242,1,20180219,1,17,0
242,1,20180313,1,16,0
242,1,20180313,1,16,0
242,1,20180420,1,16,0
242,1,20180424,1,16,0
242,1,20180502,1,16,0
346,1,20180101,1,12,0
346,1,20180206,1,14,0
346,1,20180411,1,14,0
322,1,20180221,1,16,0
322,1,20180402,1,12,0
478,1,20180101,1,18,0
478,1,20180101,1,12,0
478,1,20180116,1,17,0
478,1,20180123,1,17,0
478,1,20180207,1,17,0
478,1,20180207,1,16,0
478,1,20180219,1,14,0
478,1,20180420,1,12,0
343,1,20180101,1,18,0
343,1,20180201,1,14,0
343,1,20180226,1,14,0
343,1,20180313,1,14,0
343,1,20180502,1,14,0
343,1,20180410,1,14,0
356,1,20180118,1,16,0
356,1,20180320,1,14,0
356,1,20180326,1,17,0
240,1,20180101,1,12,0
240,1,20180117,1,16,0
342,1,20180101,1,18,0
271,1,20180101,1,14,0
271,1,20180125,1,16,0
271,1,20180223,1,15,0
271,1,20180403,1,15,0
271,1,20180417,1,15,0
269,1,20180122,1,16,0
269,1,20180402,1,13,0
244,1,20180115,1,17,0
244,1,20180115,1,16,0
244,1,20180309,1,16,0
244,1,20180313,1,16,0
244,1,20180320,1,16,0
244,1,20180416,1,13,0
244,1,20180416,1,13,0
246,1,20180101,1,18,0
246,1,20180111,1,16,0
246,1,20180112,1,16,0
246,1,20180206,1,17,0
246,1,20180226,1,16,0
246,1,20180403,1,16,0
246,1,20180405,1,16,0
323,1,20180228,1,17,0
323,1,20180316,1,17,0
250,1,20180101,1,12,0
250,1,20180101,1,12,0
250,1,20180115,1,17,0
250,1,#VALUE!,1,16,0
237,1,20180101,1,12,0
237,1,20180410,1,12,0
237,1,20180323,1,12,0
247,1,20180101,1,12,0
247,1,20180115,1,16,0
247,1,20180116,1,17,0
247,1,20180118,1,17,0
247,1,20180313,1,16,0
348,1,20180109,1,17,0
348,1,20180208,1,16,0
348,1,20180416,1,17,0
348,1,20180423,1,13,0
341,1,20180101,1,18,0
341,1,20180115,1,14,0
341,1,20180123,1,14,0
341,1,20180125,1,14,0
341,1,20180208,1,14,0
341,1,20180208,1,14,0
341,1,20180209,1,14,0
341,1,20180212,1,14,0
341,1,20180213,1,14,0
341,1,20180228,1,14,0
341,1,20180306,1,14,0
341,1,20180403,1,14,0
341,1,20180403,1,14,0
341,1,20180408,1,14,0
341,1,20180410,1,14,0
238,1,20180122,1,12,0
238,1,20180223,1,15,0
238,1,20180406,1,12,0
238,1,20180413,1,12,0
236,1,20180101,1,12,0
236,1,20180313,1,12,0
236,1,20180313,1,14,0
355,1,20180101,1,18,0
268,1,20180101,1,18,0
268,1,20180207,1,17,0
268,1,20180416,1,15,0
249,1,20180101,1,18,0
249,1,20180131,1,17,0
249,1,20180405,1,16,0
233,1,20180101,1,12,0
351,1,20180101,1,18,0
351,1,20180101,1,18,0
351,1,20180112,1,16,0
351,1,20180117,1,17,0
351,1,20180226,1,16,0
351,1,20180312,1,17,0
351,1,20180423,1,17,0
351,1,20180424,1,14,0
351,1,20180430,1,13,0
335,1,20180101,1,18,0
335,1,20180410,1,14,0
335,1,20180410,1,14,0
339,1,20180117,1,17,0
339,1,20180208,1,16,0
339,1,20180214,1,16,0
339,1,20180305,1,14,0
339,1,20180313,1,14,0
339,1,20180426,1,14,0
337,1,20180123,1,16,0
337,1,20180125,1,16,0
337,1,20180312,1,14,0
337,1,20180320,1,14,0
337,1,20180320,1,14,0
337,1,20180424,1,14,0
337,1,20180327,1,14,0
318,1,20180115,1,12,0
318,1,20180116,1,17,0
318,1,20180214,1,14,0
318,1,20180305,1,12,0
318,1,20180409,1,12,0
318,1,20180409,1,12,0
318,1,20180424,1,12,0
333,1,20180111,1,14,0
274,1,20180417,1,15,0
322,1,20180306,1,16,0
326,1,20180129,1,12,0
326,1,20180222,1,17,0
326,1,20180222,1,15,0
326,1,20180411,1,17,0
326,1,20180416,1,17,0
326,1,20180427,1,17,0
345,1,20180101,1,12,0
345,1,20180112,1,17,0
345,1,20180118,1,14,0
345,1,20180207,1,16,0
345,1,20180221,1,15,0
345,1,20180430,1,17,0
241,1,20180101,1,12,0
241,1,20180130,1,16,0
241,1,20180307,1,16,0
241,1,20180313,1,16,0
241,1,20180326,1,16,0
241,1,20180412,1,16,0
354,1,20180115,1,17,0
354,1,20180117,1,17,0
354,1,20180118,1,17,0
354,1,20180411,1,17,0
354,1,20180413,1,17,0
354,1,20180430,1,17,0
330,1,20180320,1,17,0
344,1,20180101,1,18,0
344,1,20180109,1,14,0
344,1,20180110,1,14,0
344,1,20180117,1,14,0
344,1,20180126,1,14,0
344,1,20180220,1,14,0
344,1,20180228,1,14,0
344,1,20180301,1,14,0
344,1,20180412,1,14,0
344,1,20180412,1,14,0
334,1,20180123,1,16,0
321,1,20180417,1,12,0
235,1,20180118,1,16,0
235,1,20180123,1,17,0
235,1,20180129,1,12,0
350,1,20180226,1,16,0
350,1,20180402,1,17,0
331,1,20180219,1,14,0
331,1,20180313,1,17,0
264,1,20180101,1,18,0
264,1,20180101,1,18,0
264,1,20180222,1,15,0
